,0
245,"“@MSmithsonPB: Figures from tonight's YouGov/Sun poll
: CON 34%, LAB 35%, LD 8%, UKIP 12%, GRN 5%” spin this @toadmeister you total tit."
246,RT @BuntinRobert: The finest reply to Ed M's dismissal of Scots' democratic votes is to deliver 59 SNP MPs.
247,RT @Franz_Dada: Nick Clegg claims the #tutionfees lie (And the increase of fees) makes for a FAIRER SYSTEM #elitism #highereducation #livet…
248,Wish David Cameron asked a member of the audience if they were an ostrich #bbcqt
249,"RT @britology_: Figures from tonight's YouGov/Sun poll
CON 34%, LAB 35%, LD 8%, UKIP 12%, GRN 5% #GE2015 #ELECTION2015"
250,RT @HuffPostUK: The Tory spin message about David Cameron's performance is a bit obvious #bbcqt http://t.co/yihDlG5NVo http://t.co/KsqFCqwS…
251,"""David Cameron: smooth, smiley but unconvincing"" #bbcqt http://t.co/mJ2ZkX1TjB"
252,RT @bbc9in: I see @bbcnickrobinson is doing his best to spin this for the Tories. Lame. Predictable and lame. #bbcqt
253,RT @AngusMacNeilSNP: Again Nicola Sturgeon a truly amazing political &amp; honest personal connection with audience ..#Impressed  Join SNP at h…
254,"RT @mac123_m: Ed Miliband has spelt it out again. No deals with the SNP.
There's a choice:
Vote SNP get Tories
Vote LAB and get LAB http://…"
255,"@bbcnickrobinson @Ed_Miliband nick,will you be spending election night with the camerons? Blatent tory bias from you all night."
256,SNP leader faces audience questions: Nicola Sturgeon is grilled about the SNP's role at Westminster by a live ... http://t.co/WbnstcNnLd
257,@BBCDouglasF @HumzaYousaf I guess he really doesn't want to be PM? The hardy Scots will definitely not be voting for him!! #SNP #GE15
258,"RT @labourpress: Families are on average £1,100 worse off thanks to Tory tax &amp; benefit changes #bbcqt"
259,"RT @moominmandy: Cameron definitely the winner so far. Miliband just not up to it. And why does he keep saying ""look...""  #bbcqt"
260,"RT @cononeilluk: Cameron ""Ed Milliband hanging out with Russell Brand. He is a joke. This is an election. This is about real people' http:/…"
261,RT @Mary4Wakefield: Clegg distressed by people turning to food banks. But voted to raise VAT to 20% while cutting taxes for millionaires.
262,RT @DanHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? http://t.c…
263,@JonnyGeller @lalamandi2205 Was this bonhomie before or after Dave went into the darkened room to have his manifesto shredded by Clegg?
264,"""@guardiannews: Miliband hardens his line: I will not do deal with SNP ... what an arse... #LaboursLost #Murphyism http://t.co/hmlIccY84L"""
265,RT @MartynMcL: The Lynton Crosby show is in full swing after David Cameron's #bbcqt appearance http://t.co/6SGakE3Q6f
266,@RichH1337 @Canton_Chris you weren't praising clegg then. That was pur Cameron love in lol
267,"@Celebs4indy @petehynd @IrvineWelsh red tories, blue tories, yellow tories - they're all the bleedin' same!"
268,"@GoodwinMJ @LabourNHSJAN If Nigel Farage stands down, then UKIP will implode"
269,"RT @MSmithsonPB: Figures from tonight's YouGov/Sun poll
: CON 34%, LAB 35%, LD 8%, UKIP 12%, GRN 5%"
270,RT @RCorbettMEP: #BBCDebate  The sign language interpreter in the last debate summed up #Farage admirably: http://t.co/iWtN4HF9mj
271,"@ian_beckett @DailyMirror Nick Robinson, spinning like crazy for the Tories calls it differently. Brazen."
272,BBC Question Time sketch: David Cameron v Ed Miliband... and Liam Byrne: In a special edition for the 2015 gen... http://t.co/idvf8pjbVW
273,Forget Left-wing bias - this was the most Conservative BBC Question Time audience ever: David Cameron was expe... http://t.co/W1V7DbOK5I
274,RT @mik61scot: Nicola Sturgeon rocks the SNP Presidential departure wave at an Edinburgh 5 star hotel *#childpoverty summit?* http://t.co/4…
275,"BBC Question Time: Ed Miliband savaged over his economic record: Ed Miliband, the Labour leader, refuses to ac... http://t.co/IG27GkXB0p"
276,RT @jamesosh: Clegg talking crap on tuition fees. He wasn't between 'rock and hard place'. I was in the room when he decided to vote for it…
277,RT @karren_brady: It's clear to me that Ed Miliband and Labour don't understand business. They just don't have a plan for Britain #bbcqt
278,RT @Nigel_Farage: Tonight you saw that they're all the same. Only #ukip offers positive change. Please consider helping us out: https://t.c…
279,"RT @jolly_angelina: .@fauxpaschick Well Tory's private army aka G4s waiting in the wings, plus I remembered this 
http://t.co/LpEY44RRlO @a…"
280,"RT @georgeeaton: ICM poll: Cameron 44%, Miliband 38%, Clegg 19% - Cameron ahead but by less than in most leadership polls. #bbcqt"
281,RT @deletedbyMPs: DT @annebegg: Had a suspicion the SNP would prefer a Tory govt. Now from Nicola's own lips .... h... http://t.co/i2TwSFpe…
282,"RT @MSmithsonPB: Figures from tonight's YouGov/Sun poll
: CON 34%, LAB 35%, LD 8%, UKIP 12%, GRN 5%"
283,@Craig4CardiffN Tories not done enough to stop dodging 3200+ on benefit fraud &amp; just 300 on tax avoidance loses more https://t.co/GFdAJcLKul
284,@LouiseMensch what makes me laugh is that you only tweet polls with Tories ahead and labour supporters ditto
285,@YesAlliance59 think he took strategic view. Knows Scotland lost so he played to English voters with anti-SNP stance. He needs seats in Eng.
286,"RT @Charles_HRH: David Cameron, Ed Miliband, Nick Clegg. Snog, Marry, Avoid? #bbcqt"
287,"RT @macplus4: And. Miliband stumbled. Much bigger issues to discuss - NHS, mental health, foodbanks, homelessness, usual cuts to women &amp; ch…"
288,RT @DavidSalocin: Having watched propaganda of UK TV only #UKIP addressing elephant in room #Immigration rest narcissistic liars #VoteUKIP …
289,RT @Jacqueline_Gold: Remember Miliband was one of Gordon Brown's advisers! Can't trust a word he says. Labour had 13 yrs in power &amp; crashed…
290,Milliband's suicide note tonight was driven by desperation and awareness of the dire straights of his party in Scotland. #SelfInflicted
291,"RT @MSmithsonPB: LAB still in lead in latest latest YouGov Sun poll but CON up 1
LAB  34% =
CON 33% +1 
UKIP 14%=
LD 8% -1
GRN 5% -1"
292,BBC Question Time sketch: David Cameron v Ed Miliband... and Liam Byrne: In a special edition for the 2015 gen... http://t.co/K8b6EbGzPz
293,"RT @guardian: Guardian front page, Friday 1 May 2015: Miliband hardens his line: I will not do deal with SNP http://t.co/gHMZXK3Tbc"
294,RT @WLabourStafford: If Tories win #GH2015 local schools face budget cuts of 10% over the next 5 years. Stafford families deserve better. V…
295,"RT @GeorgeAylett: Clegg was so opposed to the Bedroom Tax that time and time again he voted to keep it.
#bbcqt http://t.co/cCmwYBsOUM"
296,Forget Left-wing bias - this was the most Conservative BBC Question Time audience ever: David Cameron was expe... http://t.co/HDzHRXwBnN
297,"RT @IndyForTheGuy: ""Vote for me or I will go in such a huff. And while I sulk, the tories will get back in, &amp; then you'll be sorry!"" http:/…"
298,"BBC Question Time: Ed Miliband savaged over his economic record: Ed Miliband, the Labour leader, refuses to ac... http://t.co/XMRi49JSRW"
299,RT @ChristinaSNP: I just heard Milliband's pronouncements........ Oh dear.... Cutting off his nose to spite the Scots.... #VoteSNP
300,RT @jreynoldsMP: Missed the start. Did Cameron also bring a note reminding everyone Tories were pledged to match Lab's spending plans pre-f…
301,RT @ChristinaSNP: I just heard Milliband's pronouncements........ Oh dear.... Cutting off his nose to spite the Scots.... #VoteSNP
302,RT @Ed_Miliband: I want to be completely clear: there will no coalition and no deals with the SNP. #bbcqt
303,"@Ed_Miliband ""what's your name"" "" I'm going to answer that directly"" how scripted is this guy!! Ridiculously annoying 😝 #GE15 #SNP #VoteSNP"
304,"Ed Miliband is now trending in Ireland, ranking 9
http://t.co/m8uCcwhhbu"
305,@LouiseMensch try the local hunt should be good Tory support there #allinittogether http://t.co/dWuScsQeeW
306,Why has Farage got his own show?  #BBC
307,@SirGully @LaDonna196153 @Daniel__Brookes @JackieFletcher4 You are the supporters of #ukip nothing more nothing less
308,"How leaders dealt with TV grilling: Carole Walker gives her verdict on how David Cameron, Nick C... http://t.co/CDlsn0ZWXg #MuhamadJabal"
309,"RT @jon_swindon: Revealed, the £2,000-a-year sneaky Tory tax credits raid #CameronMustGo http://t.co/usPLZBN8cM http://t.co/Y6eDO2Oj47"
310,"RT @damian57: EdM can only be PM propped up by the SNP -  with more borrowing, more taxes, more debt.  Would you pay for that?  ""Hell, yeah"""
311,RT @tony_tharry1066: Heard it all now. Nick Robinson seriously arguing that Miliband tripping off platform is significant and comparing it …
312,"RT @DecolonisedSoul: Lol when David Cameron calls for ""tax cuts for working people"" you best believe his definition of ""working people"" are…"
313,"RT @AlbaView: Sturgeon: 'We are fielding an excellent team of candidates' Dear me LOL! Further backing for Hay, Kerevan, Black et al   #SNP…"
314,SNP leader faces audience questions: Nicola Sturgeon is grilled about the SNP's role at Westmins... http://t.co/pes5KgW3SF #MuhamadJabal
315,"RT @thomasforth: The Victorians who built Leeds Town Hall left a message in the roof for Cameron, Milliband, and Clegg. #bbcqt. http://t.co…"
316,@StuartDillon1 @OwenJones84 No of course not. The only people voting Tory are in England. SNP would block Tories over to Miliband.
317,"To what depths has our #electoral behaviour descended? Sadly @oflynnmep is correct
and #TacticalVoting is necessary. https://t.co/u57DjcNjpi"
318,@blairmcdougall @scottishlabour @ScotlandTonight @bbcqt LOL without SNP Labour will not get that chance stale mate!
319,Make sure you make the right decision when you vote. #GeneralElection #GameofThrones #ELECTION2015 #UKIP http://t.co/3JkQEshik4
320,"The Sun 20150501: BoJo tells Ukippers: Vote UKIP
h/t @suttonnick #tomorrowspaperstoday #UKIP http://t.co/CtklsD4yYA"
321,RT @JMchools: David Cameron declares EU referendum by 2017 a 'red line' during last TV debate http://t.co/bk5bXoXrlj
322,Remember the Tories objecting to Labour's biggest hospital building programme the NHS has ever seen? Me neither. #bbcqt
323,When someone you thought was alright turns round and says they're voting ukip
324,RT @xM20x: Ed Miliband - It doesn't matter what your name is! #Election2015 https://t.co/atIMUJSoPo
325,"RT @Jeremy_Hunt: #bbcqt Balls should have been fired, Leeds businesswoman tells Miliband. Killer blow"
326,"RT @MhairiHunter: Murphy saying Labour have called the SNP's bluff. How does that even make sense? ""We'd rather let Tories in than work wit…"
327,RT @stardust193: #bbcqt #UKIP http://t.co/ynmwU791Ds
328,"RT @Holtamania: “@LisaQuattromini: Clark Carlisle was a Tory too, wasn't he? What is it with footballers? Deary me Sol Campbell. #GE2015” #…"
329,RT @patcondell: Farage spells it out. We're heading for disaster. #EU stubbornness will allow ISIS to flood Europe with terrorists. https:/…
330,"RT @LabourEoin: Financial Times say they are backing David Cameron for PM because Ed Miliband is too ""preoccupied with inequality""... http:…"
331,"Wow, Miliband really did say he'd accept opposition over a deal *of any kind whatsoever* with the SNP."
332,@TheLastLeg Milliband on his knees gobbling Brands Ball's. #everyvotecounts #millibrandcuts
333,Is Ed Miliband drinking out of David Cameron's glass? #NoPunIntended #QuestionTime
334,"RT @abstex: The FT is backing the Tories. On an unrelated note, here's a photo of FT leader writer Jonathan Ford (next to Boris) http://t.c…"
335,"How leaders dealt with TV grilling: Carole Walker gives her verdict on how David Cameron, Nick C... http://t.co/vfVuD9NSyc #MuhamadJabal"
336,RT @ToryTottyOnline: Miliband and Gordon Brown introduced unfettered immigration - they will deliberately seek to INCREASE it! #bbcqt
337,@TheLastLeg #isitok to think that the old labour were just union puppets but without their influence new labour are a 2nd division Tories...
338,@PeteWishart @DavidPBMaddox good hope it translates into another #SNP landslide at Holyrood next year even though I don't want Cameron &amp; co
339,@David_Cameron is only out for him self if thy got rid of the illegal people this country would better of  https://t.co/s1HImMGPNd
340,"Yes alright, Miliband slipped off the stage. Tories making a meal of it in my opinion. Stick to politics, not playground banter…"
341,SNP leader faces audience questions: Nicola Sturgeon is grilled about the SNP's role at Westmins... http://t.co/vmbNPQNfzM #MuhamadJabal
342,RT @glasgowcathcart: I'm a lifelong Labour supporter but find it easy to vote Conservative says Michelle Mone. Says a lot really. #voteSNP …
343,"RT @GeorgeAylett: Clegg's Sheffield Hallam constituency poll (Lord Ashcroft):
LABOUR 37%
CLEGG 36%

Help @olivercoppard oust him
#bbcqt htt…"
344,@JimForScotland Ed hates the democratically elected SNP that much he will stand back and let Tories in rather than talk to those nasty nats
345,RT @LabourEoin: The UK no longer has a free press.. Local Papers throughout the UK have their front page taken over by the Tory Party http:…
346,"RT @SkyNews: THE TIMES FRONT PAGE: ""Miliband savaged for ‘lies’ over spending"" #skypapers http://t.co/mOBNQwE1oM"
347,"The wrong spelling of Ed Miliband is trending, but not the correct one. Good job, Britain."
348,"RT @Nigel_Farage: The UKIP Twitter account is just a few followers short of 100,000. Help us get there before #AskTheLeader at 22:50. Follo…"
349,"RT @EllieCumbo: Oh, Tories. Wiz zis message discipline you are really spoiling uz. http://t.co/wg5WhNyp6O"
350,RT @lucymanning: Ed Miliband stumbles off the stage. A punning gift for his political opponents &amp; headline writers  https://t.co/8PAm2E6okN
351,"RT @sunny_hundal: It's far easier for Labour to work as a minority govt than the Tories. Miliband can call SNP's bluff, while Cameron has n…"
352,"RT @UKPoliticsHub: YouGov poll (29-30 Apr):
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)

#ge2015"
